Timestamp,Student_ID,Age,Gender,Department,GPA,Satisfaction (1-5),Comments
2023-09-01 09:42:00,stud4862,23,Male,Botany,2.12,3.0,Comment 126: The course was great!
2023-09-01 09:42:00,stud1389,21,Other,Physics,1.08,4.0,Comment 127: The course was great!
2023-09-01 09:44:00,stud9824,18,Female,Physics,1.33,3.0,Comment 128: The course was great!
2023-09-01 09:49:00,stud2364,23,Other,Botany,4.5,4.0,Comment 129: The course was great!
2023-09-01 09:52:00,stud8802,21,Female,Physics,2.08,3.0,Comment 130: The course was great!
2023-09-01 09:55:00,stud3627,21,Other,Geophysics,2.92,1.0,Comment 131: The course was great!
2023-09-01 09:56:00,stud6503,23,Other,Marine Sciences,1.23,5.0,Comment 132: The course was great!
2023-09-01 09:59:00,stud4366,25,Female,Chemistry,1.89,4.0,Comment 133: The course was great!
2023-09-01 10:02:00,stud3783,25,Male,Computer Science,2.94,3.0,Comment 134: The course was great!
2023-09-01 10:04:00,stud1520,22,Other,Geophysics,2.51,1.0,Comment 135: The course was great!
2023-09-01 10:05:00,stud8975,19,Female,Zoology,2.83,4.0,Comment 136: The course was great!
2023-09-01 10:13:00,stud6846,25,Other,Marine Sciences,1.11,1.5,Comment 137: The course was great!
2023-09-01 10:13:00,stud1391,21,Male,Geology,1.37,2.0,Comment 138: The course was great!
2023-09-01 10:15:00,stud2514,22,Female,Computer Science,1.68,2.0,Comment 139: The course was great!
2023-09-01 10:17:00,stud3164,25,Female,Botany,3.27,4.0,Comment 140: The course was great!
2023-09-01 10:28:00,stud1243,19,Female,Physics,1.11,2.0,Comment 141: The course was great!
2023-09-01 10:29:00,stud5983,18,Other,Zoology,2.85,3.0,Comment 142: The course was great!
2023-09-01 10:37:00,stud6577,21,Female,Zoology,3.76,4.0,Comment 143: The course was great!
2023-09-01 10:45:00,stud7270,22,Male,Computer Science,4.0,1.0,Comment 144: The course was great!
2023-09-01 10:54:00,stud9976,21,Female,Geophysics,2.71,1.0,Comment 145: The course was great!
2023-09-01 10:57:00,stud3767,23,Male,Mathematics,2.83,3.0,Comment 146: The course was great!
2023-09-01 10:59:00,stud7836,20,Male,Geology,2.85,1.0,Comment 147: The course was great!
2023-09-01 11:06:00,stud6037,21,Female,Botany,1.39,1.0,Comment 148: The course was great!
2023-09-01 11:13:00,stud5608,19,Other,Biochemistry,3.06,3.0,Comment 149: The course was great!
2023-09-01 11:15:00,stud4457,19,Female,Mathematics,3.34,4.0,Comment 150: The course was great!
2023-09-01 11:16:00,stud9621,24,Other,Geology,1.68,6.0,Comment 151: The course was great!
2023-09-01 11:27:00,stud1637,19,Other,Cell Biology and Genetics,1.46,1.0,Comment 152: The course was great!
2023-09-01 11:38:00,stud9366,23,Male,Computer Science,1.05,3.0,Comment 153: The course was great!
2023-09-01 11:39:00,stud6158,24,Female,Computer Science,3.89,1.0,Comment 154: The course was great!
2023-09-01 11:41:00,stud2684,18,Other,Physics,2.94,3.0,Comment 155: The course was great!
2023-09-01 11:44:00,stud1077,21,Male,Chemistry,3.44,3.0,Comment 156: The course was great!
2023-09-01 11:49:00,stud8150,18,Other,Marine Sciences,2.85,1.0,Comment 157: The course was great!
2023-09-01 11:52:00,stud1290,18,Other,Marine Sciences,3.34,3.0,Comment 158: The course was great!
2023-09-01 12:06:00,stud2536,18,Male,Biochemistry,2.71,3.0,Comment 159: The course was great!
2023-09-01 12:11:00,stud2751,22,Female,Computer Science,1.61,4.0,Comment 160: The course was great!
2023-09-01 12:17:00,stud3205,18,Female,Microbiology,1.97,3.0,Comment 161: The course was great!
2023-09-01 12:17:00,stud3573,20,Female,Chemistry,1.69,5.0,Comment 162: The course was great!
2023-09-01 12:22:00,stud9719,19,Other,Biochemistry,1.45,2.0,Comment 163: The course was great!
2023-09-01 12:35:00,stud8226,23,Female,Mathematics,4.5,4.0,Comment 164: The course was great!
2023-09-01 12:46:00,stud2052,19,Female,Microbiology,2.13,2.0,Comment 165: The course was great!
2023-09-01 12:51:00,stud5415,24,Other,Zoology,2.92,2.0,Comment 166: The course was great!
2023-09-01 12:55:00,stud7880,24,Female,Geophysics,2.8,3.0,Comment 167: The course was great!
2023-09-01 12:56:00,stud3009,19,Male,Chemistry,3.29,3.0,Comment 168: The course was great!
2023-09-01 12:58:00,stud8466,24,Male,Botany,1.65,5.0,Comment 169: The course was great!
2023-09-01 13:04:00,stud9048,23,Male,Cell Biology and Genetics,1.54,2.0,Comment 170: The course was great!
2023-09-01 13:05:00,stud1750,21,Female,Biochemistry,2.01,4.0,Comment 171: The course was great!
2023-09-01 13:07:00,stud7956,24,Female,Undeclared,3.4,5.0,Comment 172: The course was great!
2023-09-01 13:10:00,stud3290,21,Male,Marine Sciences,1.19,3.0,Comment 173: The course was great!
2023-09-01 13:11:00,stud9557,24,Male,Botany,1.23,4.0,Comment 174: The course was great!
2023-09-01 13:13:00,stud5325,23,Male,Botany,2.58,5.0,Comment 175: The course was great!
2023-09-01 13:14:00,stud2085,18,Male,Mathematics,1.39,1.0,Comment 176: The course was great!
2023-09-01 13:15:00,stud7821,24,Female,Mathematics,2.69,2.0,Comment 177: The course was great!
2023-09-01 13:18:00,stud5585,21,Male,Microbiology,1.2,1.0,Comment 178: The course was great!
2023-09-01 13:24:00,stud5308,25,Female,Physics,2.96,3.0,Comment 179: The course was great!
2023-09-01 13:38:00,stud2855,21,Other,Physics,1.4,4.0,Comment 180: The course was great!
2023-09-01 13:39:00,stud7830,25,Male,Botany,2.01,5.0,Comment 181: The course was great!
2023-09-01 13:44:00,stud8793,21,Male,Zoology,2.74,4.0,Comment 182: The course was great!
2023-09-01 13:58:00,stud8901,24,Female,Microbiology,4.5,2.0,Comment 183: The course was great!
2023-09-01 14:01:00,stud6850,25,Female,Marine Sciences,2.39,5.0,Comment 184: The course was great!
2023-09-01 14:05:00,stud5185,24,Other,Geophysics,5.0,4.0,Comment 185: The course was great!
2023-09-01 14:07:00,stud7532,22,Other,Geophysics,5.0,1.0,Comment 186: The course was great!
2023-09-01 14:07:00,stud7498,18,Other,Botany,3.16,5.0,Comment 187: The course was great!
2023-09-01 14:19:00,stud6773,19,Other,Cell Biology and Genetics,3.2,1.0,Comment 188: The course was great!
2023-09-01 14:25:00,stud6460,24,Male,Microbiology,2.67,3.0,Comment 189: The course was great!
2023-09-01 14:28:00,stud6274,22,Female,Zoology,1.18,1.0,Comment 190: The course was great!
2023-09-01 14:28:00,stud2506,24,Male,Geology,1.31,2.0,Comment 191: The course was great!
2023-09-01 14:29:00,stud1054,20,Male,Zoology,2.83,5.0,Comment 192: The course was great!
2023-09-01 14:38:00,stud1279,25,Other,Biochemistry,3.38,4.0,Comment 193: The course was great!
2023-09-01 14:48:00,stud6567,18,Male,Geophysics,2.63,5.0,Comment 194: The course was great!
2023-09-01 14:49:00,stud7109,18,Other,Microbiology,1.19,2.0,Comment 195: The course was great!
2023-09-01 14:52:00,stud5419,20,Other,Mathematics,1.69,2.0,Comment 196: The course was great!
2023-09-01 14:55:00,stud6690,25,Female,Microbiology,2.81,5.0,Comment 197: The course was great!
2023-09-01 14:59:00,stud8955,20,Male,Marine Sciences,1.37,4.0,Comment 198: The course was great!
2023-09-01 15:05:00,stud9843,18,Other,Marine Sciences,4.26,3.0,Comment 199: The course was great!
2023-09-01 15:17:00,stud9375,20,Other,Botany,4.5,4.0,Comment 200: The course was great!
2023-09-01 15:23:00,stud3231,25,Male,Geology,2.55,4.0,Comment 201: The course was great!
2023-09-01 15:24:00,stud3678,20,Other,Chemistry,3.17,5.0,Comment 202: The course was great!
2023-09-01 15:25:00,stud2020,18,Male,Biochemistry,2.88,5.0,Comment 203: The course was great!
2023-09-01 15:33:00,stud3773,22,Other,Geology,1.69,3.0,Comment 204: The course was great!
2023-09-01 15:37:00,stud3528,18,Other,Botany,3.04,4.0,Comment 205: The course was great!
2023-09-01 15:37:00,stud2967,20,Male,Biochemistry,3.81,5.0,Comment 206: The course was great!
2023-09-01 15:41:00,stud9916,20,Female,Cell Biology and Genetics,3.33,4.0,Comment 207: The course was great!
2023-09-01 15:52:00,stud6856,18,Other,Geophysics,2.37,1.0,Comment 208: The course was great!
2023-09-01 15:53:00,stud6368,21,Male,Cell Biology and Genetics,2.88,2.0,Comment 209: The course was great!
2023-09-01 15:55:00,stud8403,24,Male,Botany,2.36,2.0,Comment 210: The course was great!
2023-09-01 15:56:00,stud3089,22,Female,Microbiology,2.34,1.0,Comment 211: The course was great!
2023-09-01 16:01:00,stud4897,23,Female,Chemistry,3.19,3.0,Comment 212: The course was great!
2023-09-01 16:02:00,stud8837,20,Male,Marine Sciences,1.82,1.0,Comment 213: The course was great!
2023-09-01 16:04:00,stud1656,21,Male,Zoology,1.55,1.0,Comment 214: The course was great!
2023-09-01 16:08:00,stud7930,22,Other,Cell Biology and Genetics,1.88,5.0,Comment 215: The course was great!
2023-09-01 16:11:00,stud5076,25,Other,Cell Biology and Genetics,2.24,5.0,Comment 216: The course was great!
2023-09-01 16:18:00,stud7495,18,Male,Geophysics,2.19,1.0,Comment 217: The course was great!
2023-09-01 16:19:00,stud3093,20,Other,Cell Biology and Genetics,2.6,5.0,Comment 218: The course was great!
2023-09-01 16:24:00,stud6873,22,Other,Zoology,3.82,5.0,Comment 219: The course was great!
2023-09-01 16:34:00,stud8068,23,Other,Botany,2.61,4.0,Comment 220: The course was great!
2023-09-01 16:38:00,stud2951,21,Other,Marine Sciences,2.93,2.0,Comment 221: The course was great!
2023-09-01 16:38:00,stud4081,25,Other,Biochemistry,2.58,5.0,Comment 222: The course was great!
2023-09-01 16:40:00,stud6254,25,Female,Geophysics,3.82,4.0,Comment 223: The course was great!
2023-09-01 16:41:00,stud1426,25,Female,Physics,2.68,5.0,Comment 224: The course was great!
2023-09-01 16:43:00,stud6160,18,Male,Geology,1.03,3.5,Comment 225: The course was great!
2023-09-01 16:45:00,stud7653,18,Male,Chemistry,4.5,2.0,Comment 226: The course was great!
2023-09-01 16:57:00,stud5671,22,Female,Undeclared,5.0,3.0,Comment 227: The course was great!
2023-09-01 17:02:00,stud1324,20,Female,Geophysics,3.47,5.0,Comment 228: The course was great!
2023-09-01 17:10:00,stud6720,20,Female,Undeclared,1.16,5.0,Comment 229: The course was great!
2023-09-01 17:13:00,stud4737,20,Other,Zoology,2.22,4.0,Comment 230: The course was great!
2023-09-01 17:18:00,stud3144,18,Male,Microbiology,3.99,5.0,Comment 231: The course was great!
2023-09-01 17:20:00,stud7617,20,Female,Mathematics,1.31,3.0,Comment 232: The course was great!
2023-09-01 17:26:00,stud1012,18,Female,Chemistry,3.8,2.0,Comment 233: The course was great!
2023-09-01 17:28:00,stud1957,20,Female,Geophysics,1.42,5.0,Comment 234: The course was great!
2023-09-01 17:35:00,stud9933,23,Male,Zoology,3.96,3.0,Comment 235: The course was great!
2023-09-01 17:45:00,stud7758,20,Female,Biochemistry,3.73,3.0,Comment 236: The course was great!
2023-09-01 17:51:00,stud2090,24,Female,Chemistry,2.54,4.0,Comment 237: The course was great!
2023-09-01 17:56:00,stud3782,23,Other,Zoology,1.28,3.5,Comment 238: The course was great!
2023-09-01 17:59:00,stud4950,18,Other,Marine Sciences,4.08,2.0,Comment 239: The course was great!
2023-09-01 18:02:00,stud3283,19,Other,Physics,3.79,2.0,Comment 240: The course was great!
2023-09-01 18:12:00,stud7872,21,Female,Mathematics,2.42,1.0,Comment 241: The course was great!
2023-09-01 18:12:00,stud1814,22,Other,Physics,2.75,4.0,Comment 242: The course was great!
2023-09-01 18:13:00,stud4351,23,Other,Computer Science,2.11,4.0,Comment 243: The course was great!
2023-09-01 18:16:00,stud8284,25,Female,Physics,2.78,2.0,Comment 244: The course was great!
2023-09-01 18:34:00,stud1092,21,Female,Chemistry,3.05,2.0,Comment 245: The course was great!
2023-09-01 18:35:00,stud1703,19,Other,Mathematics,2.79,2.0,Comment 246: The course was great!
2023-09-01 18:35:00,stud2112,24,Male,Botany,4.0,2.0,Comment 247: The course was great!
2023-09-01 18:39:00,stud5259,23,Other,Chemistry,5.0,5.0,Comment 248: The course was great!
2023-09-01 18:40:00,stud4260,20,Other,Zoology,3.21,3.0,Comment 249: The course was great!
2023-09-01 18:44:00,stud2634,23,Female,Undeclared,2.45,5.0,Comment 250: The course was great!
2023-09-01 18:46:00,stud1633,24,Male,Zoology,1.79,5.0,Comment 251: The course was great!
2023-09-01 18:47:00,stud8639,18,Other,Physics,2.45,2.0,Comment 252: The course was great!
2023-09-01 18:48:00,stud7206,24,Female,Marine Sciences,2.27,5.0,Comment 253: The course was great!
2023-09-01 18:53:00,stud2454,19,Female,Physics,3.99,7.0,Comment 254: The course was great!
2023-09-01 18:53:00,stud8710,18,Female,Physics,2.73,4.0,Comment 255: The course was great!
2023-09-01 18:53:00,stud3801,23,Other,Cell Biology and Genetics,1.93,2.5,Comment 256: The course was great!
2023-09-01 18:56:00,stud5512,20,Female,Physics,3.23,4.0,Comment 257: The course was great!
2023-09-01 19:04:00,stud8191,19,Other,Physics,2.15,2.0,Comment 258: The course was great!
2023-09-01 19:22:00,stud7306,22,Male,Mathematics,2.72,1.0,Comment 259: The course was great!
2023-09-01 19:26:00,stud4727,21,Male,Microbiology,2.63,2.0,Comment 260: The course was great!
2023-09-01 19:29:00,stud2691,25,Male,Botany,3.16,1.5,Comment 261: The course was great!
2023-09-01 19:30:00,stud8857,22,Female,Physics,3.55,5.0,Comment 262: The course was great!
2023-09-01 19:37:00,stud5838,23,Female,Microbiology,1.45,4.0,Comment 263: The course was great!
2023-09-01 19:38:00,stud8512,25,Female,Marine Sciences,1.87,4.0,Comment 264: The course was great!
2023-09-01 19:38:00,stud7396,23,Female,Chemistry,5.0,2.0,Comment 265: The course was great!
2023-09-01 19:41:00,stud5248,19,Female,Biochemistry,1.13,6.0,Comment 266: The course was great!
2023-09-01 19:42:00,stud9675,18,Male,Microbiology,2.02,1.0,Comment 267: The course was great!
2023-09-01 19:43:00,stud8469,25,Male,Chemistry,2.87,3.0,Comment 268: The course was great!
2023-09-01 19:44:00,stud6496,19,Other,Botany,1.48,3.5,Comment 269: The course was great!
2023-09-01 19:49:00,stud1373,25,Female,Physics,2.61,2.0,Comment 270: The course was great!
2023-09-01 19:51:00,stud5138,25,Male,Microbiology,1.54,1.0,Comment 271: The course was great!
2023-09-01 19:57:00,stud1336,18,Female,Zoology,2.46,3.0,Comment 272: The course was great!
2023-09-01 20:02:00,stud5095,24,Female,Zoology,4.5,2.0,Comment 273: The course was great!
2023-09-01 20:06:00,stud8839,23,Male,Cell Biology and Genetics,3.24,2.0,Comment 274: The course was great!
2023-09-01 20:06:00,stud1073,20,Male,Microbiology,4.2,2.0,Comment 275: The course was great!
2023-09-01 20:07:00,stud5439,18,Female,Botany,2.27,2.0,Comment 276: The course was great!
2023-09-01 20:12:00,stud5447,20,Other,Undeclared,3.17,5.0,Comment 277: The course was great!
2023-09-01 20:16:00,stud9730,20,Other,Zoology,1.03,2.0,Comment 278: The course was great!
2023-09-01 20:19:00,stud1118,20,Other,Zoology,3.01,5.0,Comment 279: The course was great!
2023-09-01 20:29:00,stud2510,21,Male,Computer Science,2.23,1.0,Comment 280: The course was great!
2023-09-01 20:30:00,stud1887,24,Other,Biochemistry,2.56,1.0,Comment 281: The course was great!
2023-09-01 20:31:00,stud9972,21,Male,Cell Biology and Genetics,3.56,4.0,Comment 282: The course was great!
